IMO,Name of ship,Gross tonnage,Type of ship,Vessel Size,Year of build,Controller,Flag,Class,Last Survey,Russian lifter,Iran Linked?,Re Classed in 2022,Transacted in 2022,Suspicious
9416824,ELECTA,29712,Chemical/Oil Products Tanker,MR,2009,Trafigura,Italy (ITA),ABS,6/11/2019,, , ,,
9203265,ERMIS,157831,Crude Oil Tanker,VLCC,2000,EASTERN SHIPS MANAGEMENT PVT,Not Known,BV,26/11/2018,,YES, ,,YES
9203277,LEXI,157831,Crude Oil Tanker,VLCC,2001,SEA SERVICES PROVIDERS NV,Not Known,#N/A,#N/A,,YES, ,,YES
9322281,DAISHAN,157844,Crude Oil Tanker,VLCC,2007,Tankers International pool,Marshall Islands (MHL),LRS,20/6/2022,, , ,,
9524762,TARANGER,29712,Chemical/Oil Products Tanker,MR,2011,WATERFRONT SHIPPING,Norway (NIS) (NIS),NV,16/12/2015,, , ,,
9524774,TORVANGER,29712,Chemical/Oil Products Tanker,MR,2012,WATERFRONT SHIPPING,Norway (NIS) (NIS),NV,10/10/2016,, , ,,
9322279,DALMA,157844,Crude Oil Tanker,VLCC,2007,Tankers International pool,Liberia (LBR),NV,4/7/2017,, , ,,
9352559,EUROHOPE,157844,Crude Oil Tanker,VLCC,2007,Eurotankers,Liberia (LBR),BV,27/5/2017,, , ,,
9645786,S FONTVIEILLE,29715,Chemical/Oil Products Tanker,MR,2013,SCORPIO TANKERS,Marshall Islands (MHL),ABS,23/7/2018,, , ,,
9645774,STI LARVOTTO,29715,Chemical/Oil Products Tanker,MR,2013,SCORPIO TANKERS,Marshall Islands (MHL),ABS,1/6/2018,, , ,,
9645762,STI LE ROCHER,29715,Chemical/Oil Products Tanker,MR,2013,SCORPIO TANKERS,Marshall Islands (MHL),ABS,13/6/2018,, , ,,
9315642,SEAHERO,157844,Crude Oil Tanker,VLCC,2006,THENAMARIS,Bahamas (BHS),NV,8/5/2016,, , ,YES,
9237072,LIGERA,157878,Crude Oil Tanker,VLCC,2002,TRIDENT LIBERTY LTD,Djibouti (DJI),LRS,30/6/2017,, , ,,
9197909,ROZA,157883,Crude Oil Tanker,VLCC,2000,AQUARIUS TECHNICAL MANAGEMENT,Cameroon (CMR),#N/A,#N/A,,YES, ,,YES
9645798,STI VILLE,29715,Chemical/Oil Products Tanker,MR,2013,Aramco Trading (ATC),Marshall Islands (MHL),ABS,30/9/2018,, , ,,
9478664,TAKAOKA,158218,Crude Oil Tanker,VLCC,2011,JX OCEAN,Japan (JPN),NKK,23/8/2016,, , ,,
9416408,TENACITY,29715,Chemical/Oil Products Tanker,MR,2014,Sea Pioneer Shipping,Liberia (LBR),NV,22/7/2019,YES, , ,,
9506693,PS AUGUSTA,29717,Chemical/Oil Products Tanker,MR,2011,BARBARO,Malta (MLT),RINA,4/3/2016,, , ,,
9400679,SEAWAYS EVEREST,158234,Crude Oil Tanker,VLCC,2010,Tankers International pool,Marshall Islands (MHL),ABS,18/3/2020,, , ,,
9510462,PS ROMA,29717,Chemical/Oil Products Tanker,MR,2011,SCORPIO TANKERS,Italy (ITA),RINA,19/4/2016,, , ,,
9910234,EAGLE VALENCE,158244,Crude Oil Tanker,VLCC,2022,Total,France (RIF) (FIS),BV,28/2/2022,, , ,,
9910246,EAGLE VALLERY,158244,Crude Oil Tanker,VLCC,2022,Total,Malaysia (MYS),NV,29/4/2022,, , ,,
9322267,NELLIS,158244,Crude Oil Tanker,VLCC,2007,MERCURIA,Liberia (LBR),IRS,15/1/2022,, , ,,
9478676,TAKAMATSU MARU,158424,Crude Oil Tanker,VLCC,2012,TONEN,Japan (JPN),NKK,19/4/2017,, , ,,
9877561,ECO CITY OF ANGELS,29723,Chemical/Oil Products Tanker,MR,2020,Trafigura,Marshall Islands (MHL),NV,17/2/2020,, , ,,
9323429,JIU YUE,158463,Crude Oil Tanker,VLCC,2007,UNKNOWN,Palau (Republic of) (PLW),ABS,10/1/2017,, , ,YES,
9389253,ASTRO CHLOE,158536,Crude Oil Tanker,VLCC,2009,Agelef,Greece (GRC),ABS,15/6/2019,, , ,,
9389265,CAESAR,158536,Crude Oil Tanker,VLCC,2009,Agelef,Malta (MLT),ABS,10/10/2019,, , ,,
9315082,ACE PORTER,158569,Crude Oil Tanker,VLCC,2008,Unknown Chinese,"Hong Kong, China (HKG)",LRS,12/12/2017,, , ,YES,
9877585,ECO JOSHUA PARK,29723,Chemical/Oil Products Tanker,MR,2020,WECO,Marshall Islands (MHL),NV,26/3/2020,, , ,,
9563237,SEAWAYS KILIMANJARO,158618,Crude Oil Tanker,VLCC,2012,Tankers International pool,Marshall Islands (MHL),NV,24/9/2016,, , ,,
9530228,SEAWAYS MCKINLEY,158618,Crude Oil Tanker,VLCC,2011,Tankers International pool,Marshall Islands (MHL),NV,6/8/2020,, , ,,
9877559,ECO LOS ANGELES,29723,Chemical/Oil Products Tanker,MR,2020,Trafigura,Marshall Islands (MHL),NV,10/2/2020,, , ,,
9243150,SUCCESS FORTUNE XL,158764,Crude Oil Tanker,VLCC,2003,SOECHI GROUP,Indonesia (IDN),RINA,19/5/2018,, , ,,
9877573,ECO YOSEMITE PARK,29723,Chemical/Oil Products Tanker,MR,2020,Gunvor,Marshall Islands (MHL),NV,16/3/2020,, , ,,
9513115,ARAGONA,158970,Crude Oil Tanker,VLCC,2012,Petrobras,Greece (GRC),LRS,15/3/2017,, , ,,
9253117,ANSHUN II,158993,Crude Oil Tanker,VLCC,2003,AMARINE SHIP MANAGEMENT PTE,Panama (PAN),BV,3/7/2018,, , ,,
9895903,EUROCHAMPION,29723,Chemical/Oil Products Tanker,MR,2021,Eastern Mediterranean Maritime Ltd,Malta (MLT),NV,19/2/2021,, , ,,
9244867,BRILLIANT JEWEL,159016,Crude Oil Tanker,VLCC,2002,Vitol,Liberia (LBR),BV,27/1/2017,, , ,YES,
9389019,MARAN CAPRICORN,159026,Crude Oil Tanker,VLCC,2008,Maran Tankers,Greece (GRC),LRS,2/11/2018,, , ,,
9895915,EUROSAILOR,29723,Chemical/Oil Products Tanker,MR,2021,Eastern Mediterranean Maritime Ltd,Malta (MLT),NV,23/2/2021,YES, , ,,
9330563,MARAN CANOPUS,159027,Crude Oil Tanker,VLCC,2007,Maran Tankers,Greece (GRC),ABS,13/7/2022,, , ,,
9895927,EUROTRADER,29723,Chemical/Oil Products Tanker,MR,2021,Eastern Mediterranean Maritime Ltd,Malta (MLT),NV,31/3/2021,, , ,,
9258519,DREAM V,159087,Crude Oil Tanker,VLCC,2004,LITASCO,"Hong Kong, China (HKG)",ABS,31/12/2018,, , ,,
9657038,NAVE JUPITER,29724,Chemical/Oil Products Tanker,MR,2014,Golden Stena Bulk,Marshall Islands (MHL),ABS,6/6/2019,, , ,,
9258521,LAUREN II,159087,Crude Oil Tanker,VLCC,2004,GREETEE CO LTD,Panama (PAN),ABS,30/12/2018,, , ,,
9315070,DHT BAUHINIA,159158,Crude Oil Tanker,VLCC,2007,LITASCO,"Hong Kong, China (HKG)",LRS,27/1/2017,, , ,,
9828338,ASCONA,159176,Crude Oil Tanker,VLCC,2019,Neda Maritime,Greece (GRC),LRS,4/1/2019,, , ,,
9181194,ASTERIX,159187,Crude Oil Tanker,VLCC,2000,OCEANEND SHIPPING LTD,Not Known,LRS,22/6/2018,,YES, ,,YES
9521473,AQUILA,159341,Crude Oil Tanker,VLCC,2012,Petrobras,Greece (GRC),ABS,4/9/2017,, , ,,
9196644,ELVA,159383,Crude Oil Tanker,VLCC,2002,RAVEL SHIP MANAGEMENT PVT LTD,Sao Tome and Principe (STP),NV,28/4/2017,,YES, ,,YES
9884813,ALIAI,29725,Chemical/Oil Products Tanker,MR,2021,Equinor,Liberia (LBR),ABS,22/9/2021,, , ,,
9196632,ONRENSE,159383,Crude Oil Tanker,VLCC,2002,LITASCO,Panama (PAN),ABS,28/11/2016,, , ,,
9182318,CRYSTAL STAR,159397,Crude Oil Tanker,VLCC,2000,NATHALIN GROUP,Thailand (THA),LRS,28/6/2019,,YES, ,,YES
9884801,AQUASMERALDA,29725,Chemical/Oil Products Tanker,MR,2021,Equinor,Liberia (LBR),ABS,9/9/2021,, , ,,
9176993,KIN A,159397,Crude Oil Tanker,VLCC,2000,HAWKS NAVIGATION SA,Panama (PAN),BV,30/11/2020,, , ,,
9182306,LONGEVO,159397,Crude Oil Tanker,VLCC,2000,ATHENS SHIPPING LTD-HKG,Panama (PAN),BV,6/7/2018,, , ,,
9182291,ROMA,159397,Crude Oil Tanker,VLCC,2000,VALIANT MARINE VENTURES FZE,Comoros FALSE (XCM),ABS,6/8/2018,,YES, ,,YES
9331244,PAPA,159407,Crude Oil Tanker,VLCC,2006,RUNE SHIPHOLDING LTD,Panama (PAN),BV,17/4/2021,,YES, ,,YES
9230969,LA BALENA,159456,Crude Oil Tanker,VLCC,2001,UNKNOWN,Djibouti (DJI),BV,13/8/2016,, , ,,
9884825,CELSIUS PHILADELPHIA,29725,Chemical/Oil Products Tanker,MR,2021,Celsius Shipping,Marshall Islands (MHL),ABS,15/6/2021,, , ,,
9884837,CELSIUS PORTSMOUTH,29725,Chemical/Oil Products Tanker,MR,2021,Celsius Shipping,Marshall Islands (MHL),ABS,14/7/2021,, , ,,
9629926,STI AMBER,29725,Chemical/Oil Products Tanker,MR,2012,SCORPIO TANKERS,Marshall Islands (MHL),ABS,8/7/2017,, , ,,
9629952,STI GARNET,29725,Chemical/Oil Products Tanker,MR,2012,SCORPIO TANKERS,Marshall Islands (MHL),ABS,4/10/2017,, , ,,
9245794,NEUTRINO,159456,Crude Oil Tanker,VLCC,2003,ZHENHUA OIL,Togo (TGO),BV,13/5/2018,, , ,,
9237539,NIGH,159477,Crude Oil Tanker,VLCC,2002,SHANGHAI TUCSON ROY SHIP MANAGEMENT,Iran (IRN),BV,5/1/2018,, , ,,YES
9206035,TULJA KALYANI,159566,Crude Oil Tanker,VLCC,2001,BLUE WHALE MARITIME PVT LTD,Liberia (LBR),BV,2/11/2020,,YES, ,YES,YES
9629964,STI ONYX,29725,Chemical/Oil Products Tanker,MR,2012,SCORPIO TANKERS,Marshall Islands (MHL),ABS,14/9/2017,, , ,,
9629938,STI TOPAZ,29725,Chemical/Oil Products Tanker,MR,2012,SCORPIO TANKERS,Marshall Islands (MHL),ABS,22/8/2017,, , ,,
9472763,MP MR TANKER 1,29726,Chemical/Oil Products Tanker,MR,2011,KOCH,Singapore (SGP),ABS,10/4/2021,, , ,,
9443140,TORM AUSTRALIA,29726,Chemical/Oil Products Tanker,MR,2011,Torm,Denmark (DIS) (DIS),LRS,6/3/2016,, , ,,
9208215,ARCADIA V,159577,Crude Oil Tanker,VLCC,2000,MOONLIGHT SHIPPING PTE LTD,Panama (PAN),BV,15/1/2021,, , ,YES,
9443164,TORM MALAYSIA,29726,Chemical/Oil Products Tanker,MR,2011,Torm,Denmark (DIS) (DIS),LRS,31/7/2016,, , ,,
9443152,TORM NEW ZEALAND,29726,Chemical/Oil Products Tanker,MR,2011,Torm,Denmark (DIS) (DIS),LRS,3/4/2016,, , ,,
9434230,TORM SINGAPORE,29726,Chemical/Oil Products Tanker,MR,2011,Torm,Denmark (DIS) (DIS),LRS,29/11/2016,, , ,,
9263227,COSBRIGHT LAKE,159730,Crude Oil Tanker,VLCC,2003,COSCO SHIPPING ENERGY (CSET),Panama (PAN),CCS,20/6/2018,, , ,,
9472751,UOG SYROS,29727,Chemical/Oil Products Tanker,MR,2010,Gunvor,Marshall Islands (MHL),BV,30/11/2020,, , ,,
9708760,PYXIS EPSILON,29730,Chemical/Oil Products Tanker,MR,2015,Trafigura,Marshall Islands (MHL),NV,17/7/2020,, , ,,
9263215,COSGREAT LAKE,159730,Crude Oil Tanker,VLCC,2002,COSCO SHIPPING ENERGY (CSET),Panama (PAN),CCS,2/4/2018,,YES, ,,YES
9293741,TITAN,159730,Crude Oil Tanker,VLCC,2003,SEAPALM SHIPPING LTD,Not Known,BV,6/3/2019,,YES, ,,YES
9366275,ALPINE EAGLE,29733,Chemical/Oil Products Tanker,MR,2008,Norient Pool,Singapore (SGP),KR,13/3/2018,, , ,,
9172856,UGO OCHA,159756,Crude Oil Tanker,VLCC,2000,NESTOIL NIGERIA,Marshall Islands (MHL),NV,1/2/2019,, , ,,
9366299,HIGH JUPITER,29733,Chemical/Oil Products Tanker,MR,2008,NORDEN,"Hong Kong, China (HKG)",KR,16/11/2018,, , ,,
9366287,HIGH MERCURY,29733,Chemical/Oil Products Tanker,MR,2008,Trafigura,"Hong Kong, China (HKG)",KR,13/5/2018,, , ,,
9387956,JAG PAVITRA,29733,Chemical/Oil Products Tanker,MR,2008,GLENCORE,India (IND),LRS,28/11/2018,, , ,,
9377420,HIRADO,159806,Crude Oil Tanker,VLCC,2011,Tankers International pool,Greece (GRC),ABS,16/4/2016,, , ,,
9259343,NEW NAXOS,159813,Crude Oil Tanker,VLCC,2003,New Shipping,Panama (PAN),BV,20/1/2022,, , ,,
9698771,COSFLYING LAKE,159819,Crude Oil Tanker,VLCC,2015,COSCO SHIPPING ENERGY (CSET),"Hong Kong, China (HKG)",CCS,14/7/2020,, , ,,
9791236,COSLUCKY LAKE,159819,Crude Oil Tanker,VLCC,2017,COSCO SHIPPING ENERGY (CSET),"Hong Kong, China (HKG)",CCS,10/8/2017,, , ,,
9735737,COSRISING LAKE,159819,Crude Oil Tanker,VLCC,2016,COSCO SHIPPING ENERGY (CSET),"Hong Kong, China (HKG)",CCS,28/12/2016,, , ,,
9847621,YUAN KUN YANG,159819,Crude Oil Tanker,VLCC,2020,COSCO SHIPPING ENERGY (CSET),"Hong Kong, China (HKG)",CCS,28/8/2020,, , ,,
9364588,JANE,29733,Chemical/Oil Products Tanker,MR,2008,Product Shipping & Trading,Marshall Islands (MHL),BV,30/11/2018,, , ,,
9847633,YUAN PENG YANG,159819,Crude Oil Tanker,VLCC,2021,COSCO SHIPPING ENERGY (CSET),"Hong Kong, China (HKG)",CCS,26/2/2021,, , ,,
9329863,KASHIMASAN,159840,Crude Oil Tanker,VLCC,2007,JX OCEAN,India (IND),NKK,5/9/2019,, ,YES,,YES
9366263,KARDIANI,29733,Chemical/Oil Products Tanker,MR,2008,HAFNIA,Malta (MLT),ABS,9/4/2018,, , ,YES,
9799147,NEW CHAMPION,159843,Crude Oil Tanker,VLCC,2018,CHINA MERCHANTS,"Hong Kong, China (HKG)",NV,18/9/2018,, , ,,
9799135,NEW EMINENCE,159843,Crude Oil Tanker,VLCC,2018,CHINA MERCHANTS,"Hong Kong, China (HKG)",LRS,9/5/2018,, , ,,
9799159,NEW HONOR,159843,Crude Oil Tanker,VLCC,2019,Total,"Hong Kong, China (HKG)",NV,8/1/2019,, , ,,
9799123,NEW PRIME,159843,Crude Oil Tanker,VLCC,2018,Total,"Hong Kong, China (HKG)",LRS,4/1/2018,, , ,,
9328716,YIO,159860,Crude Oil Tanker,VLCC,2005,Dynacom Tankers,Liberia (LBR),NKK,22/9/2015,, , ,,
9346952,HAKATA,159867,Crude Oil Tanker,VLCC,2010,Tankers International pool,France (RIF) (FIS),NV,8/4/2020,, , ,,
9398084,HAKONE,159867,Crude Oil Tanker,VLCC,2010,Tankers International pool,Greece (GRC),NV,11/12/2020,, , ,,
9417191,FALCON SEXTANT,29734,Chemical/Oil Products Tanker,MR,2009,Petrobras,Liberia (LBR),ABS,12/11/2019,, , ,,
9404223,HORIZON EKAVI,29734,Chemical/Oil Products Tanker,MR,2008,Petrobras,Marshall Islands (MHL),LRS,25/4/2018,, , ,,
9418119,HORIZON ELECTRA,29734,Chemical/Oil Products Tanker,MR,2008,Petrobras,Marshall Islands (MHL),LRS,6/11/2017,, , ,,
9397779,FPMC C INTELLIGENCE,159869,Crude Oil Tanker,VLCC,2010,Formosa,Liberia (LBR),ABS,28/6/2020,, , ,,
9407316,FPMC C JADE,159869,Crude Oil Tanker,VLCC,2010,Formosa Plastics,Liberia (LBR),ABS,16/6/2020,, , ,,
9419967,FPMC C KNIGHT,159869,Crude Oil Tanker,VLCC,2011,Formosa,Liberia (LBR),ABS,6/12/2020,, , ,,
9418573,KRITI BAY,29734,Chemical/Oil Products Tanker,MR,2010,Motor Oil Hellas (MOH),Liberia (LBR),ABS,26/8/2020,, , ,,
9447574,FPMC C LORD,159869,Crude Oil Tanker,VLCC,2011,Formosa Plastics,Liberia (LBR),ABS,16/11/2020,, , ,,
9267118,CITY OF TOKYO,159872,Crude Oil Tanker,VLCC,2004,Hellenic Tankers,Liberia (LBR),NKK,7/5/2019,, , ,YES,
9417218,VIRGO,29734,Chemical/Oil Products Tanker,MR,2010,KONDINAVE,Liberia (LBR),NKK,15/1/2020,, , ,,
9294305,PRINCESS ALEXIA,159875,Crude Oil Tanker,VLCC,2004,VICTORY SHIPPING SA,Liberia (LBR),RINA,25/3/2020,, , ,,
9440514,PAG,29735,Chemical/Oil Products Tanker,MR,2015,Tankerska Plovidba,Croatia (HRV),BV,19/1/2021,, , ,,
9294290,XIDI,159875,Crude Oil Tanker,VLCC,2004,ARAMO SHIPPING,Liberia (LBR),LRS,21/5/2022,, , ,,
9295593,PRINCESS MARY,159903,Crude Oil Tanker,VLCC,2004,Hellenic Tankers,Liberia (LBR),NKK,31/1/2017,, , ,YES,
9657806,PS HAMBURG,29735,Chemical/Oil Products Tanker,MR,2016,UNION MARITIME,Malta (MLT),RINA,4/6/2022,, , ,,
9482562,ELANDRA BALTIC,29736,Chemical/Oil Products Tanker,MR,2011,Vitol,Marshall Islands (MHL),LRS,26/11/2020,, , ,,
9482550,ELANDRA FJORD,29736,Chemical/Oil Products Tanker,MR,2011,Vitol,Marshall Islands (MHL),LRS,10/9/2020,, , ,,
9312511,MONACO LOYALTY,159911,Crude Oil Tanker,VLCC,2007,VL8 Pool,Marshall Islands (MHL),KR,17/7/2017,, , ,YES,
9323948,NAUTICA,159911,Crude Oil Tanker,VLCC,2008,Tankers International pool,Liberia (LBR),LRS,3/4/2018,, , ,,
9387683,NCC MAHA,29736,Chemical/Oil Products Tanker,MR,2009,BAHRI,Saudi Arabia (SAU),NV,27/5/2019,, , ,,
9323936,NECTAR,159911,Crude Oil Tanker,VLCC,2008,Tankers International pool,Liberia (LBR),LRS,29/10/2017,, , ,,
9358292,NEWTON,159911,Crude Oil Tanker,VLCC,2009,Tankers International pool,Liberia (LBR),LRS,20/1/2019,, , ,,
9358280,NOBLE,159911,Crude Oil Tanker,VLCC,2008,Tankers International pool,Liberia (LBR),LRS,4/7/2018,, , ,,
9312494,PACIFIC LOYALTY,159911,Crude Oil Tanker,VLCC,2006,Trafigura,Marshall Islands (MHL),BV,8/9/2022,, , ,,
9387671,NCC QAMAR,29736,Chemical/Oil Products Tanker,MR,2009,BAHRI,Saudi Arabia (SAU),NV,29/7/2019,, , ,,
9708215,ARDMORE SEAFOX,29737,Chemical/Oil Products Tanker,MR,2015,Ardmore Shipping,Marshall Islands (MHL),LRS,13/11/2020,, , ,,
9708239,ARDMORE SEAHAWK,29737,Chemical/Oil Products Tanker,MR,2015,Ardmore Shipping,Marshall Islands (MHL),LRS,17/11/2020,, , ,,
9322293,SINGAPORE LOYALTY,159911,Crude Oil Tanker,VLCC,2007,Tankers International pool,Marshall Islands (MHL),KR,27/10/2017,, , ,YES,
9262766,FIONA II,159912,Crude Oil Tanker,VLCC,2003,SHUNXIANG SHIP MANAGEMENT LTD,Panama (PAN),LRS,30/9/2018,, , ,,
9329796,KIHO,159919,Crude Oil Tanker,VLCC,2006,IINO,Japan (JPN),NKK,9/9/2016,, , ,,
9343390,TENJUN,159927,Crude Oil Tanker,VLCC,2008,RELIANCE,Panama (PAN),NKK,12/8/2016,, , ,,
9262168,BERG 1,159929,Crude Oil Tanker,VLCC,2004,STRONG ROOTS PROVIDER NV,Panama (PAN),BV,25/10/2019,,YES, ,,YES
9343388,TOSA,159930,Crude Oil Tanker,VLCC,2008,NYK,Liberia (LBR),NKK,23/11/2020,, , ,,
9708203,ARDMORE SEALION,29737,Chemical/Oil Products Tanker,MR,2015,Ardmore Shipping,Marshall Islands (MHL),LRS,6/11/2020,, , ,,
9708227,ARDMORE SEAWOLF,29737,Chemical/Oil Products Tanker,MR,2015,Ardmore Shipping,Marshall Islands (MHL),LRS,20/10/2020,, , ,,
9694476,BW BOBCAT,29737,Chemical/Oil Products Tanker,MR,2014,HAFNIA,Singapore (SGP),LRS,7/8/2019,, , ,,
9635834,BW CHEETAH,29737,Chemical/Oil Products Tanker,MR,2014,HAFNIA,Singapore (SGP),ABS,16/2/2019,, , ,,
9675494,BW COUGAR,29737,Chemical/Oil Products Tanker,MR,2014,HAFNIA,Singapore (SGP),LRS,2/12/2018,, , ,,
9391763,SETAGAWA,159936,Crude Oil Tanker,VLCC,2009,IDEMITSU,Panama (PAN),NKK,25/11/2019,, , ,,
9635858,BW JAGUAR,29737,Chemical/Oil Products Tanker,MR,2014,Trafigura,Singapore (SGP),LRS,9/1/2019,, , ,,
9320831,SAKE,159938,Crude Oil Tanker,VLCC,2005,Dynacom Tankers,Liberia (LBR),NKK,27/11/2015,, , ,,
9320843,TOHSHI,159939,Crude Oil Tanker,VLCC,2007,KYOEI TANKER CO LTD,Liberia (LBR),NKK,15/2/2017,, , ,,
9391775,APOLLO HARMONY,159941,Crude Oil Tanker,VLCC,2010,IDEMITSU,Panama (PAN),NKK,29/3/2020,, , ,,
9283801,ACHELOUS,159942,Crude Oil Tanker,VLCC,2004,EMS SHIPPING INC,Panama (PAN),NKK,10/9/2019,,YES, ,YES,YES
9397145,ATLANTIC PIONEER,159943,Crude Oil Tanker,VLCC,2009,MITSUI O.S.K.,Panama (PAN),NKK,21/11/2019,, , ,,
9362877,YAKUMOSAN,159943,Crude Oil Tanker,VLCC,2008,JX OCEAN,Marshall Islands (MHL),NKK,14/12/2018,, , ,,
9310654,HESTIA,159953,Crude Oil Tanker,VLCC,2005,Trafigura,"Hong Kong, China (HKG)",NKK,20/10/2020,, , ,YES,
9311270,PHUKE,159953,Crude Oil Tanker,VLCC,2005,Unknown Chinese,Liberia (LBR),NKK,17/2/2020,, , ,YES,
9262754,ATILA,159960,Crude Oil Tanker,VLCC,2003,UNKNOWN,Cameroon (CMR),NKK,12/3/2018,, , ,,
9635822,BW LEOPARD,29737,Chemical/Oil Products Tanker,MR,2014,UNKNOWN,Singapore (SGP),LRS,8/11/2018,, , ,,
9675509,BW LIONESS,29737,Chemical/Oil Products Tanker,MR,2014,HAFNIA,Singapore (SGP),LRS,15/11/2018,, , ,,
9635808,BW LYNX,29737,Chemical/Oil Products Tanker,MR,2013,HAFNIA,Singapore (SGP),LRS,9/10/2018,, , ,,
9264893,SCORPIUS,159960,Crude Oil Tanker,VLCC,2003,SHUNXIANG SHIP MANAGEMENT LTD,Panama (PAN),KR,4/10/2021,,YES, ,,YES
9694464,BW PANTHER,29737,Chemical/Oil Products Tanker,MR,2014,HAFNIA,Singapore (SGP),LRS,4/7/2019,, , ,,
9794006,MARINE HOPE,159962,Crude Oil Tanker,VLCC,2019,Tankers International pool,Marshall Islands (MHL),ABS,21/11/2019,, , ,,
9635846,BW TIGER,29737,Chemical/Oil Products Tanker,MR,2014,WECO,Singapore (SGP),LRS,17/1/2019,, , ,,
9509449,ELANDRA OAK,29737,Chemical/Oil Products Tanker,MR,2016,Vitol,Marshall Islands (MHL),LRS,16/5/2016,, , ,,
9794018,MIRACLE HOPE,159962,Crude Oil Tanker,VLCC,2019,Trafigura,Marshall Islands (MHL),ABS,6/5/2019,, , ,,
9635810,HAFNIA PUMA,29737,Chemical/Oil Products Tanker,MR,2013,Trafigura,Singapore (SGP),ABS,27/11/2018,, , ,,
9785691,STI BOSPHORUS,29738,Chemical/Oil Products Tanker,MR,2017,SCORPIO TANKERS,Marshall Islands (MHL),ABS,8/4/2022,, , ,,
9657040,NAVE LUMINOSITY,29742,Chemical/Oil Products Tanker,MR,2014,Golden Stena Bulk,Marshall Islands (MHL),ABS,10/12/2019,, , ,,
9568809,KITSOS,159963,Crude Oil Tanker,VLCC,2011,Dynacom Tankers,Liberia (LBR),NKK,28/4/2016,, , ,,
9657052,NAVE VELOCITY,29742,Chemical/Oil Products Tanker,MR,2015,Chevron,Marshall Islands (MHL),ABS,24/5/2020,, , ,,
9528366,FPMC 27,29744,Chemical/Oil Products Tanker,MR,2011,BRYGGEN SHIPPING,Liberia (LBR),ABS,13/7/2021,, , ,,
9321213,TOWADA,159967,Crude Oil Tanker,VLCC,2006,IDEMITSU,Japan (JPN),NKK,30/6/2016,, , ,,
9528378,FPMC 28,29744,Chemical/Oil Products Tanker,MR,2011,BAHRI,Liberia (LBR),ABS,7/9/2021,, , ,,
9581667,FPMC 29,29744,Chemical/Oil Products Tanker,MR,2011,Aurora Tankers,Liberia (LBR),ABS,28/9/2016,, , ,,
9897743,RAYAH,159970,Crude Oil Tanker,VLCC,2021,BAHRI,Saudi Arabia (SAU),ABS,27/10/2021,, , ,,
9343405,TAMBA,159977,Crude Oil Tanker,VLCC,2009,NYK,Liberia (LBR),NKK,28/11/2016,, , ,,
9581679,FPMC 30,29744,Chemical/Oil Products Tanker,MR,2012,BAHRI,Liberia (LBR),ABS,26/11/2016,, , ,,
9652911,T. SUNA,29754,Chemical/Oil Products Tanker,MR,2012,DITAS,Turkey (TUR),NV,24/8/2017,, , ,,
9416836,FLUMAR BRASIL,29756,Chemical/Oil Products Tanker,MR,2010,ODFJELL,Brazil (BRA),LRS,5/4/2021,, , ,,
9417206,TAURUS,29756,Chemical/Oil Products Tanker,MR,2009,Chevron,Liberia (LBR),NKK,14/1/2020,, , ,,
9785689,STI GALATA,29760,Chemical/Oil Products Tanker,MR,2017,SCORPIO TANKERS,Marshall Islands (MHL),ABS,29/3/2017,, , ,,
9785718,STI LA BOCA,29760,Chemical/Oil Products Tanker,MR,2017,SCORPIO TANKERS,Marshall Islands (MHL),ABS,13/7/2017,, , ,,
9785706,STI LEBLON,29760,Chemical/Oil Products Tanker,MR,2017,SCORPIO TANKERS,Marshall Islands (MHL),ABS,3/7/2017,, , ,,
9590711,KING GREGORY,29762,Chemical/Oil Products Tanker,MR,2012,Maersk Tankers,Greece (GRC),LRS,27/11/2017,, , ,,
9590723,LADY MALOU,29762,Chemical/Oil Products Tanker,MR,2013,Maersk Tankers,Greece (GRC),LRS,28/12/2017,, , ,,
9786243,SM FALCON,29762,Chemical/Oil Products Tanker,MR,2017,Gunvor,Panama (PAN),ABS,28/5/2022,, , ,,
9312509,ATLANTIC LOYALTY,159987,Crude Oil Tanker,VLCC,2007,Trafigura,Marshall Islands (MHL),KR,12/4/2017,, , ,,
9786231,SM OSPREY,29762,Chemical/Oil Products Tanker,MR,2017,Gunvor,Panama (PAN),ABS,4/4/2017,, , ,,
9247182,ABIE,159990,Crude Oil Tanker,VLCC,2002,MIDEAST SHIP MANAGEMENT LTD,Panama (PAN),ABS,2/9/2017,, , ,YES,YES
9220952,HARAD,159990,Crude Oil Tanker,VLCC,2001,BAHRI,Saudi Arabia (SAU),NV,16/8/2016,, , ,,
9713844,BW SWIFT,29765,Chemical/Oil Products Tanker,MR,2016,HAFNIA,Singapore (SGP),NV,26/1/2016,, , ,,
9220964,MARJAN,159990,Crude Oil Tanker,VLCC,2002,MIDEAST SHIP MANAGEMENT LTD,Saudi Arabia (SAU),ABS,17/1/2022,, , ,,
9223887,SAFWA,159990,Crude Oil Tanker,VLCC,2002,BAHRI,Saudi Arabia (SAU),ABS,1/4/2017,, , ,,
9713856,BW WREN,29765,Chemical/Oil Products Tanker,MR,2016,HAFNIA,Singapore (SGP),NV,2/3/2016,, , ,,
9334210,IDEMITSU MARU,159991,Crude Oil Tanker,VLCC,2007,IDEMITSU,Panama (PAN),NKK,23/12/2020,, , ,,
